"concept","concept_name","original_code","code","pregnancy_filter","vocabulary"
"C0157093","Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable","655.8","655.8","ongoing_pregnancy","ICD9CM"
"C0157094","Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition","655.81","655.81","end_of_pregnancy","ICD9CM"
"C0157095","Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication","655.83","655.83","ongoing_pregnancy","ICD9CM"
"C0157097","Unspecified suspected fetal abnormality, affecting management of mother, unspecified as to episode of care or not applicable","655.9","655.9","ongoing_pregnancy","ICD9CM"
"C0157098","Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition","655.91","655.91","end_of_pregnancy","ICD9CM"
"C0157099","Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication","655.93","655.93","end_of_pregnancy","ICD9CM"
"C0157101","Fetal-maternal haemorrhage affecting management of mother","656","656","ongoing_pregnancy","ICD9CM"
"C0157103","Foetal-maternal haemorrhage, with delivery","656.01","656.01","end_of_pregnancy","ICD9CM"
"C0157105","Rhesus isoimmunisation, unspecified as to episode of care in pregnancy","656.1","656.1","ongoing_pregnancy","ICD9CM"
"C0157106","Rhesus isoimmunization, delivered, with or without mention of antepartum condition","656.11","656.11","ongoing_pregnancy","ICD9CM"
"C0157107","Rhesus isoimmunisation, affecting management of mother, antepartum condition","656.13","656.13","ongoing_pregnancy","ICD9CM"
"C0157108","Isoimmunization from other and unspecified blood-group incompatibility affecting management of mother","656.2","656.2","ongoing_pregnancy","ICD9CM"
"C0157109","Isoimmunization from other and unspecified blood-group incompatibility, unspecified as to episode of care or not applicable","656.2","656.2","ongoing_pregnancy","ICD9CM"
"C0157110","Isoimmunization from other and unspecified blood-group incompatibility, delivered, with or without mention of antepartum condition","656.21","656.21","end_of_pregnancy","ICD9CM"
"C0157111","Isoimmunization from other and unspecified blood-group incompatibility, antepartum condition or complication","656.23","656.23","ongoing_pregnancy","ICD9CM"
"C0157112","Fetal distress, affecting management of mother, unspecified as to episode of care or not applicable","656.3","656.3","end_of_pregnancy","ICD9CM"
"C0157113","Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition","656.31","656.31","end_of_pregnancy","ICD9CM"
"C0157114","Foetal distress, affecting management of mother, antepartum","656.33","656.33","end_of_pregnancy","ICD9CM"
"C0157116","Intrauterine death, affecting management of mother, unspecified as to episode of care or not applicable","656.4","656.4","end_of_pregnancy","ICD9CM"
"C0157117","Intrauterine death, affecting management of mother, delivered","656.41","656.41","end_of_pregnancy","ICD9CM"
"C0157118","Intrauterine death, affecting management of mother, antepartum","656.43","656.43","end_of_pregnancy","ICD9CM"
"C0157119","Poor fetal growth affecting management","3554000,397949005,398276003,","397949005","ongoing_pregnancy","SNOMEDCT_US"
"C0157119","Poor fetal growth affecting management","3554000,397949005,398276003,","398276003","ongoing_pregnancy","SNOMEDCT_US"
"C0157119","Poor fetal growth affecting management","3554000,397949005,398276003,","3554000","ongoing_pregnancy","SNOMEDCT_US"
"C0157119","Poor fetal growth affecting management","656.5","656.5","ongoing_pregnancy","ICD9CM"
"C0157120","Poor fetal growth, affecting management of mother, unspecified as to episode of care or not applicable","656.5","656.5","ongoing_pregnancy","ICD9CM"
"C0157121","Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition","656.51","656.51","ongoing_pregnancy","ICD9CM"
"C0157122","Poor fetal growth, affecting management of mother, antepartum condition or complication","656.53","656.53","end_of_pregnancy","ICD9CM"
"C0157123","Excessive fetal growth affecting management of mother","22173004","22173004","ongoing_pregnancy","SNOMEDCT_US"
"C0157123","Excessive fetal growth affecting management of mother","656.6","656.6","ongoing_pregnancy","ICD9CM"
"C0157124","Excessive fetal growth, affecting management of mother, unspecified as to episode of care or not applicable","656.6","656.6","ongoing_pregnancy","ICD9CM"
"C0157125","Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition","656.61","656.61","end_of_pregnancy","ICD9CM"
"C0157126","Excessive fetal growth, affecting management of mother, antepartum condition or complication","656.63","656.63","ongoing_pregnancy","ICD9CM"
"C0157127","Other placental conditions, affecting management of mother, unspecified as to episode of care or not applicable","656.7","656.7","ongoing_pregnancy","ICD9CM"
"C0157128","Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition","656.71","656.71","ongoing_pregnancy","ICD9CM"
"C0157129","Other placental conditions, affecting management of mother, antepartum condition or complication","656.73","656.73","end_of_pregnancy","ICD9CM"
"C0157130","Other specified fetal and placental problems affecting management of mother","656.8","656.8","ongoing_pregnancy","ICD9CM"
"C0157131","Other specified fetal and placental problems, affecting management of mother, unspecified as to episode of care or not applicable","656.8","656.8","ongoing_pregnancy","ICD9CM"
"C0157132","Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition","656.81","656.81","end_of_pregnancy","ICD9CM"
"C0157133","Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication","656.83","656.83","ongoing_pregnancy","ICD9CM"
"C0157134","Unspecified fetal and placental problem affecting management of mother","656.9","656.9","ongoing_pregnancy","ICD9CM"
"C0157135","Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable","656.9","656.9","ongoing_pregnancy","ICD9CM"
"C0157136","Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition","656.91","656.91","end_of_pregnancy","ICD9CM"
"C0157137","Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication","656.93","656.93","end_of_pregnancy","ICD9CM"
"C0157141","Oligohydramnios, unspecified as to episode of care","658","658","ongoing_pregnancy","ICD9CM"
"C0157142","Oligohydramnios - delivered","199653002,","199653002","end_of_pregnancy","SNOMEDCT_US"
"C0157142","Oligohydramnios - delivered","658.01","658.01","end_of_pregnancy","ICD9CM"
"C0157142","Oligohydramnios - delivered","L2801","L2801","end_of_pregnancy","RCD"
"C0157142","Oligohydramnios - delivered","L2801","L2801","end_of_pregnancy","RCD2"
"C0157142","Oligohydramnios - delivered","L2801","L2801","end_of_pregnancy","RCD"
"C0157142","Oligohydramnios - delivered","L2801","L2801","end_of_pregnancy","RCD2"
"C0157143","Oligohydramnios, antepartum","658.03","658.03","end_of_pregnancy","ICD9CM"
"C0157145","Premature rupture of membranes, unspecified as to episode of care","658.1","658.1","ongoing_pregnancy","ICD9CM"
"C0157146","Premature rupture of membranes - delivered","199658006,","199658006","end_of_pregnancy","SNOMEDCT_US"
"C0157146","Premature rupture of membranes - delivered","658.11","658.11","end_of_pregnancy","ICD9CM"
"C0157146","Premature rupture of membranes - delivered","L2811","L2811","end_of_pregnancy","RCD2"
"C0157146","Premature rupture of membranes - delivered","L2811","L2811","end_of_pregnancy","RCD"
"C0157146","Premature rupture of membranes - delivered","L2811","L2811","end_of_pregnancy","RCD2"
"C0157146","Premature rupture of membranes - delivered","L2811","L2811","end_of_pregnancy","RCD"
"C0157147","Premature rupture of membranes, antepartum","658.13","658.13","end_of_pregnancy","ICD9CM"
"C0157149","Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable","658.2","658.2","end_of_pregnancy","ICD9CM"
"C0157150","Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition","658.21","658.21","end_of_pregnancy","ICD9CM"
"C0157151","Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication","658.23","658.23","end_of_pregnancy","ICD9CM"
"C0157152","Delayed delivery after artificial rupture of membranes","35347003","35347003","end_of_pregnancy","SNOMEDCT_US"
"C0157152","Delayed delivery after artificial rupture of membranes","658.3","658.3","end_of_pregnancy","ICD9CM"
"C0157152","Delayed delivery after artificial rupture of membranes","O75.5","O75.5","end_of_pregnancy","ICD10CM"
"C0157153","Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable","658.3","658.3","end_of_pregnancy","ICD9CM"
"C0157154","Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition","658.31","658.31","end_of_pregnancy","ICD9CM"
"C0157155","Delayed delivery after artificial rupture of membranes, antepartum condition or complication","658.33","658.33","end_of_pregnancy","ICD9CM"
"C0157157","Amniotic cavity infection - delivered","199677008,","199677008","ongoing_pregnancy","SNOMEDCT_US"
"C0157157","Amniotic cavity infection - delivered","658.41","658.41","ongoing_pregnancy","ICD9CM"
"C0157157","Amniotic cavity infection - delivered","L2841","L2841","ongoing_pregnancy","RCD2"
"C0157157","Amniotic cavity infection - delivered","L2841","L2841","ongoing_pregnancy","RCD"
"C0157157","Amniotic cavity infection - delivered","L2841","L2841","ongoing_pregnancy","RCD2"
"C0157157","Amniotic cavity infection - delivered","L2841","L2841","ongoing_pregnancy","RCD"
"C0157158","Infection of amniotic cavity, antepartum","658.43","658.43","end_of_pregnancy","ICD9CM"
"C0157159","Other problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable","658.8","658.8","ongoing_pregnancy","ICD9CM"
"C0157160","Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition","658.81","658.81","end_of_pregnancy","ICD9CM"
"C0157161","Other problems associated with amniotic cavity and membranes, antepartum","658.83","658.83","end_of_pregnancy","ICD9CM"
"C0157165","Unspecified problem associated with amniotic cavity and membranes, antepartum condition or complication","658.93","658.93","end_of_pregnancy","ICD9CM"
"C0157168","Failed mechanical induction of labor, unspecified as to episode of care or not applicable","659","659","ongoing_pregnancy","ICD9CM"
"C0157169","Failed mechanical induction of labour, delivered","659.01","659.01","end_of_pregnancy","ICD9CM"
"C0157170","Failed mechanical induction of labour, antepartum","659.03","659.03","end_of_pregnancy","ICD9CM"
"C0157172","Failed medical or unspecified induction of labor, unspecified as to episode of care or not applicable","659.1","659.1","ongoing_pregnancy","ICD9CM"
"C0157173","Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition","659.11","659.11","end_of_pregnancy","ICD9CM"
"C0157174","Failed medical or unspecified induction of labor, antepartum condition or complication","659.13","659.13","end_of_pregnancy","ICD9CM"
"C0157176","Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable","659.2","659.2","end_of_pregnancy","ICD9CM"
"C0157177","Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition","659.21","659.21","end_of_pregnancy","ICD9CM"
"C0157178","Unspecified type maternal pyrexia, antepartum","659.23","659.23","end_of_pregnancy","ICD9CM"
"C0157179","Generalized infection during labor","659.3","659.3","end_of_pregnancy","ICD9CM"
"C0157179","Generalized infection during labor","66844003","66844003","end_of_pregnancy","SNOMEDCT_US"
"C0157180","Generalised infection during labour, unspecified as to episode of care","659.3","659.3","end_of_pregnancy","ICD9CM"
"C0157181","Generalized infection during labor, delivered, with or without mention of antepartum condition","659.31","659.31","end_of_pregnancy","ICD9CM"
"C0157182","Generalised infection during labour, antepartum","659.33","659.33","end_of_pregnancy","ICD9CM"
"C0157183","Grand multiparity, with current pregnancy","659.4","659.4","ongoing_pregnancy","ICD9CM"
"C0157184","Grand multiparity, unspecified as to episode of care or not applicable","659.4","659.4","ongoing_pregnancy","ICD9CM"
"C0157185","Grand multiparity, delivered, with or without mention of antepartum condition","659.41","659.41","end_of_pregnancy","ICD9CM"
"C0157186","Grand multiparity, antepartum condition or complication","659.43","659.43","end_of_pregnancy","ICD9CM"
"C0157187","Elderly primigravida","199717006,199720003,29399001,","29399001","ongoing_pregnancy","SNOMEDCT_US"
"C0157187","Elderly primigravida","199717006,199720003,29399001,","199717006","ongoing_pregnancy","SNOMEDCT_US"
"C0157187","Elderly primigravida","199717006,199720003,29399001,","199720003","ongoing_pregnancy","SNOMEDCT_US"
"C0157187","Elderly primigravida","659.5","659.5","ongoing_pregnancy","ICD9CM"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L2950","ongoing_pregnancy","RCD2"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L2950","ongoing_pregnancy","RCD"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L2950","ongoing_pregnancy","RCD2"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L2950","ongoing_pregnancy","RCD"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295.","ongoing_pregnancy","RCD2"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295.","ongoing_pregnancy","RCD"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295z","ongoing_pregnancy","RCD2"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295z","ongoing_pregnancy","RCD"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295z","ongoing_pregnancy","RCD2"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295z","ongoing_pregnancy","RCD"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295.","ongoing_pregnancy","RCD2"
"C0157187","Elderly primigravida","L295z,L295.,L2950","L295.","ongoing_pregnancy","RCD"
"C0157187","Elderly primigravida","W84017","W84017","ongoing_pregnancy","ICPC2P"
"C0157188","Elderly primigravida, unspecified as to episode of care or not applicable","659.5","659.5","ongoing_pregnancy","ICD9CM"
"C0157189","Elderly primigravida - delivered","199718001,","199718001","end_of_pregnancy","SNOMEDCT_US"
"C0157189","Elderly primigravida - delivered","659.51","659.51","end_of_pregnancy","ICD9CM"
"C0157189","Elderly primigravida - delivered","L2951","L2951","end_of_pregnancy","RCD2"
"C0157189","Elderly primigravida - delivered","L2951","L2951","end_of_pregnancy","RCD"
"C0157189","Elderly primigravida - delivered","L2951","L2951","end_of_pregnancy","RCD2"
"C0157189","Elderly primigravida - delivered","L2951","L2951","end_of_pregnancy","RCD"
"C0157190","Elderly primigravida, antepartum","659.53","659.53","ongoing_pregnancy","ICD9CM"
"C0157191","Other specified indications for care or intervention related to labour and delivery","659.8","659.8","end_of_pregnancy","ICD9CM"
"C0157192","Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable","659.8","659.8","end_of_pregnancy","ICD9CM"
"C0157193","Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition","659.81","659.81","end_of_pregnancy","ICD9CM"
"C0157194","Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication","659.83","659.83","end_of_pregnancy","ICD9CM"
"C0157195","Unspecified indication for care or intervention related to labour and delivery","659.9","659.9","end_of_pregnancy","ICD9CM"
"C0157196","Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable","659.9","659.9","end_of_pregnancy","ICD9CM"
"C0157197","Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition","659.91","659.91","end_of_pregnancy","ICD9CM"
"C0157198","Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication","659.93","659.93","end_of_pregnancy","ICD9CM"
"C0157199","Obstruction caused by malposition of fetus at onset of labor","660","660","end_of_pregnancy","ICD9CM"
"C0157200","Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable","660","660","end_of_pregnancy","ICD9CM"
"C0157201","Obstruction caused by malposition of foetus at onset of labour, with delivery","660.01","660.01","end_of_pregnancy","ICD9CM"
"C0157202","Obstruction caused by malposition of foetus at onset of labour, antepartum","660.03","660.03","end_of_pregnancy","ICD9CM"
"C0157203","Obstruction by bony pelvis during labour","660.1","660.1","end_of_pregnancy","ICD9CM"
"C0157204","Obstruction by bony pelvis during labour, unspecified as to episode of care","660.1","660.1","end_of_pregnancy","ICD9CM"
"C0157205","Obstruction by bony pelvis during labour, with delivery","660.11","660.11","end_of_pregnancy","ICD9CM"
"C0157206","Obstruction by bony pelvis during labour, antepartum","660.13","660.13","end_of_pregnancy","ICD9CM"
"C0157207","Obstruction by abnormal pelvic soft tissues during labour","660.2","660.2","end_of_pregnancy","ICD9CM"
"C0157208","Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable","660.2","660.2","end_of_pregnancy","ICD9CM"
"C0157209","Obstruction by abnormal pelvic soft tissues during labour, with delivery","660.21","660.21","end_of_pregnancy","ICD9CM"
"C0157210","Obstruction by abnormal pelvic soft tissues during labour, antepartum","660.23","660.23","end_of_pregnancy","ICD9CM"
"C0157211","Deep transverse arrest and persistent occipitoposterior position during labor and delivery","660.3","660.3","end_of_pregnancy","ICD9CM"
"C0157212","Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable","660.3","660.3","end_of_pregnancy","ICD9CM"
"C0157213","Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition","660.31","660.31","end_of_pregnancy","ICD9CM"
"C0157214","Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication","660.33","660.33","end_of_pregnancy","ICD9CM"
"C0157216","Shoulder (girdle) dystocia, unspecified as to episode of care","660.4","660.4","end_of_pregnancy","ICD9CM"
"C0157218","Shoulder (girdle) dystocia, antepartum","660.43","660.43","end_of_pregnancy","ICD9CM"
"C0157220","Locked twins, unspecified as to episode of care in pregnancy","660.5","660.5","end_of_pregnancy","ICD9CM"
"C0157221","Locked twins, with delivery","660.51","660.51","end_of_pregnancy","ICD9CM"
"C0157222","Locked twins, antepartum","660.53","660.53","end_of_pregnancy","ICD9CM"
"C0157223","Failed trial of labor","156207006,199795004,","156207006","end_of_pregnancy","SNOMEDCT_US"
"C0157223","Failed trial of labor","156207006,199795004,","199795004","end_of_pregnancy","SNOMEDCT_US"
"C0157223","Failed trial of labor","660.6","660.6","end_of_pregnancy","ICD9CM"
"C0157223","Failed trial of labor","L307.,L307z","L307z","end_of_pregnancy","RCD2"
"C0157223","Failed trial of labor","L307.,L307z","L307z","end_of_pregnancy","RCD"
"C0157223","Failed trial of labor","L307.,L307z","L307.","end_of_pregnancy","RCD2"
"C0157223","Failed trial of labor","L307.,L307z","L307.","end_of_pregnancy","RCD"
"C0157223","Failed trial of labor","L307.,L307z","L307.","end_of_pregnancy","RCD2"
"C0157223","Failed trial of labor","L307.,L307z","L307.","end_of_pregnancy","RCD"
"C0157223","Failed trial of labor","L307.,L307z","L307z","end_of_pregnancy","RCD2"
"C0157223","Failed trial of labor","L307.,L307z","L307z","end_of_pregnancy","RCD"
"C0157223","Failed trial of labor","O66.4","O66.4","end_of_pregnancy","ICD10CM"
"C0157224","Unspecified failed trial of labor, unspecified as to episode of care or not applicable","660.6","660.6","end_of_pregnancy","ICD9CM"
"C0157225","Unspecified failed trial of labor, delivered, with or without mention of antepartum condition","660.61","660.61","end_of_pregnancy","ICD9CM"
"C0157226","Unspecified failed trial of labor, antepartum condition or complication","660.63","660.63","end_of_pregnancy","ICD9CM"
"C0157228","Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable","660.7","660.7","end_of_pregnancy","ICD9CM"
"C0157229","Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition","660.71","660.71","end_of_pregnancy","ICD9CM"
"C0157231","Other causes of obstructed labour","199807007,199811001,","199807007","end_of_pregnancy","SNOMEDCT_US"
"C0157231","Other causes of obstructed labour","199807007,199811001,","199811001","end_of_pregnancy","SNOMEDCT_US"
"C0157231","Other causes of obstructed labour","660.8","660.8","end_of_pregnancy","ICD9CM"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30yz","end_of_pregnancy","RCD"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30yz","end_of_pregnancy","RCD2"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30y.","end_of_pregnancy","RCD"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30y.","end_of_pregnancy","RCD2"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30y.","end_of_pregnancy","RCD"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30y.","end_of_pregnancy","RCD2"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30yz","end_of_pregnancy","RCD"
"C0157231","Other causes of obstructed labour","L30y.,L30yz","L30yz","end_of_pregnancy","RCD2"
"C0157232","Other causes of obstructed labor, unspecified as to episode of care or not applicable","660.8","660.8","end_of_pregnancy","ICD9CM"
"C0157233","Other causes of obstructed labor, delivered, with or without mention of antepartum condition","660.81","660.81","end_of_pregnancy","ICD9CM"
"C0157234","Other causes of obstructed labor, antepartum condition or complication","660.83","660.83","end_of_pregnancy","ICD9CM"
"C0157235","Unspecified obstructed labour, unspecified as to episode of care","660.9","660.9","end_of_pregnancy","ICD9CM"
"C0157236","Unspecified obstructed labour, with delivery","660.91","660.91","end_of_pregnancy","ICD9CM"
"C0157237","Unspecified obstructed labour, antepartum","660.93","660.93","end_of_pregnancy","ICD9CM"
"C0157239","Primary uterine inertia, unspecified as to episode of care or not applicable","661","661","end_of_pregnancy","ICD9CM"
"C0157240","Primary uterine inertia - delivered","199819004,","199819004","end_of_pregnancy","SNOMEDCT_US"
"C0157240","Primary uterine inertia - delivered","661.01","661.01","end_of_pregnancy","ICD9CM"
"C0157240","Primary uterine inertia - delivered","L3101","L3101","end_of_pregnancy","RCD2"
"C0157240","Primary uterine inertia - delivered","L3101","L3101","end_of_pregnancy","RCD"
"C0157240","Primary uterine inertia - delivered","L3101","L3101","end_of_pregnancy","RCD2"
"C0157240","Primary uterine inertia - delivered","L3101","L3101","end_of_pregnancy","RCD"
"C0157241","Primary uterine inertia, antepartum","661.03","661.03","end_of_pregnancy","ICD9CM"
"C0157242","Secondary uterine inertia, unspecified as to episode of care or not applicable","661.1","661.1","end_of_pregnancy","ICD9CM"
"C0157243","Secondary uterine inertia, with delivery","661.11","661.11","end_of_pregnancy","ICD9CM"
"C0157244","Secondary uterine inertia, antepartum","661.13","661.13","end_of_pregnancy","ICD9CM"
"C0157246","Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition","661.21","661.21","end_of_pregnancy","ICD9CM"
"C0157247","Other and unspecified uterine inertia, antepartum condition or complication","661.23","661.23","end_of_pregnancy","ICD9CM"
"C0157248","Precipitate labour, unspecified as to episode of care","661.3","661.3","end_of_pregnancy","ICD9CM"
"C0157249","Precipitate labour, with delivery","661.31","661.31","end_of_pregnancy","ICD9CM"
"C0157250","Precipitate labour, antepartum","661.33","661.33","end_of_pregnancy","ICD9CM"
"C0157252","Hypertonic, incoordinate, or prolonged uterine contractions, unspecified as to episode of care or not applicable","661.4","661.4","end_of_pregnancy","ICD9CM"
"C0157253","Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition","661.41","661.41","end_of_pregnancy","ICD9CM"
"C0157302","Vascular lesions of cord complicating labor and delivery, antepartum condition or complication","663.63","663.63","end_of_pregnancy","ICD9CM"
"C0157303","Other umbilical cord complications during labour and delivery","663.8","663.8","end_of_pregnancy","ICD9CM"
"C0157304","Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable","663.8","663.8","end_of_pregnancy","ICD9CM"
"C0157305","Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition","663.81","663.81","end_of_pregnancy","ICD9CM"
"C0157306","Other umbilical cord complications complicating labor and delivery, antepartum condition or complication","663.83","663.83","end_of_pregnancy","ICD9CM"
"C0157307","Unspecified umbilical cord complication during labour and delivery","663","663","end_of_pregnancy","ICD9CM"
"C0157308","Unspecified umbilical cord complication complicating labor and delivery, unspecified as to episode of care or not applicable","663.9","663.9","end_of_pregnancy","ICD9CM"
"C0157309","Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition","663.91","663.91","end_of_pregnancy","ICD9CM"
"C0157310","Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication","663.93","663.93","end_of_pregnancy","ICD9CM"
"C0157311","Trauma to perineum and/or vulva during delivery","199913002,267268007,","267268007","end_of_pregnancy","SNOMEDCT_US"
"C0157311","Trauma to perineum and/or vulva during delivery","199913002,267268007,","199913002","end_of_pregnancy","SNOMEDCT_US"
"C0157311","Trauma to perineum and/or vulva during delivery","664","664","end_of_pregnancy","ICD9CM"
"C0157311","Trauma to perineum and/or vulva during delivery","L34..","L34..","end_of_pregnancy","RCD2"
"C0157311","Trauma to perineum and/or vulva during delivery","XE0x2","XE0x2","end_of_pregnancy","RCD"
"C0157313","First-degree perineal laceration, unspecified as to episode of care or not applicable","664","664","end_of_pregnancy","ICD9CM"
"C0157315","First-degree perineal laceration, postpartum","664.04","664.04","end_of_pregnancy","ICD9CM"
"C0157317","Second-degree perineal laceration, unspecified as to episode of care or not applicable","664.1","664.1","end_of_pregnancy","ICD9CM"
"C0157321","Third-degree perineal laceration, unspecified as to episode of care or not applicable","664.2","664.2","end_of_pregnancy","ICD9CM"
"C0157323","Third-degree perineal laceration, postpartum","664.24","664.24","end_of_pregnancy","ICD9CM"
"C0157325","Fourth-degree perineal laceration, unspecified as to episode of care or not applicable","664.3","664.3","end_of_pregnancy","ICD9CM"
"C0157327","Fourth-degree perineal laceration, postpartum","664.34","664.34","end_of_pregnancy","ICD9CM"
"C0157329","Unspecified perineal laceration, unspecified as to episode of care or not applicable","664.4","664.4","end_of_pregnancy","ICD9CM"
"C0157331","Unspecified perineal laceration, postpartum","664.44","664.44","end_of_pregnancy","ICD9CM"
"C0157332","Vulval and perineal hematoma during delivery","199942005,199943000,199946008,267269004,","199946008","end_of_pregnancy","SNOMEDCT_US"
"C0157332","Vulval and perineal hematoma during delivery","199942005,199943000,199946008,267269004,","199942005","end_of_pregnancy","SNOMEDCT_US"
"C0157332","Vulval and perineal hematoma during delivery","199942005,199943000,199946008,267269004,","199943000","end_of_pregnancy","SNOMEDCT_US"
"C0157332","Vulval and perineal hematoma during delivery","199942005,199943000,199946008,267269004,","267269004","end_of_pregnancy","SNOMEDCT_US"
"C0157332","Vulval and perineal hematoma during delivery","664.5","664.5","end_of_pregnancy","ICD9CM"
"C0157332","Vulval and perineal hematoma during delivery","L345.,L3450,L345z","L345z","end_of_pregnancy","RCD2"
"C0157332","Vulval and perineal hematoma during delivery","L345.,L3450,L345z","L345.","end_of_pregnancy","RCD2"
"C0157332","Vulval and perineal hematoma during delivery","L345.,L3450,L345z","L3450","end_of_pregnancy","RCD2"
"C0157332","Vulval and perineal hematoma during delivery","XE0x6,L3450,L345z","L3450","end_of_pregnancy","RCD"
"C0157332","Vulval and perineal hematoma during delivery","XE0x6,L3450,L345z","XE0x6","end_of_pregnancy","RCD"
"C0157332","Vulval and perineal hematoma during delivery","XE0x6,L3450,L345z","L345z","end_of_pregnancy","RCD"
"C0157333","Vulvar and perineal hematoma, unspecified as to episode of care or not applicable","664.5","664.5","end_of_pregnancy","ICD9CM"
"C0157334","Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition","664.51","664.51","end_of_pregnancy","ICD9CM"
"C0157335","Vulvar and perineal hematoma, postpartum condition or complication","664.54","664.54","end_of_pregnancy","ICD9CM"
"C0157336","Other specified trauma to perineum and vulva during delivery","664.8","664.8","end_of_pregnancy","ICD9CM"
"C0157337","Other specified trauma to perineum and vulva, unspecified as to episode of care or not applicable","664.8","664.8","end_of_pregnancy","ICD9CM"
"C0157338","Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition","664.81","664.81","end_of_pregnancy","ICD9CM"
"C0157339","Other specified trauma to perineum and vulva, postpartum condition or complication","664.84","664.84","end_of_pregnancy","ICD9CM"
"C0157340","Trauma to perineum and vulva during delivery, unspecified","664.9","664.9","end_of_pregnancy","ICD9CM"
"C0157341","Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable","664.9","664.9","end_of_pregnancy","ICD9CM"
"C0157342","Unspecified trauma to perineum and vulva, with delivery","664.91","664.91","end_of_pregnancy","ICD9CM"
"C0157343","Unspecified trauma to perineum and vulva, postpartum","664.94","664.94","end_of_pregnancy","ICD9CM"
"C0157344","Other obstetric trauma unspecified","199957003,200000004,200005009,","199957003","interruption_pregnancy","SNOMEDCT_US"
"C0157344","Other obstetric trauma unspecified","199957003,200000004,200005009,","200000004","interruption_pregnancy","SNOMEDCT_US"
