"Condition","Coding system","Code","Code name","Concept","Concept name","Tags","Code_range"
"Major congenital anomalies","ICD10","Q87.6","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q87.7","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q87.8","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q87.9","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.0","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.1","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.2","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.3","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.4","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.5","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.6","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.7","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.8","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q88.9","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.0","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.1","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.2","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.3","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.4","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.5","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.6","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.7","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.8","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q89.9","Congenital malformation, unspecified","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","ICD10","Q89.9","Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89.9"
"Major congenital anomalies","ICD10","Q99.9","Chromosomal abnormality, unspecified","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q00","Anencephaly and similar malformations","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q00","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q01","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q02","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q03","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q04","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q05","Spina bifida","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q05","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q05.9","Spina bifida, unspecified","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q06","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q07","Congenital malformations of the nervous system (Q00-Q07)","C0497552","Congenital neurologic anomalies",NA,"Q00-Q07"
"Major congenital anomalies","ICD10CM","Q07.9","Congenital malformation of nervous system, unspecified","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q10","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q11","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q12","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q13","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q14","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q15","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q15.9","Congenital malformation of eye, unspecified","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q16","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q17","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q17.9","Congenital malformation of ear, unspecified","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q18","Congenital malformations of eye, ear, face and neck (Q10-Q18)","C0477977","Congenital malformations of eye, ear, face and neck",NA,"Q10-Q18"
"Major congenital anomalies","ICD10CM","Q20","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q21","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q22","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q23","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q24","Other congenital malformations of heart","C0158611","Other congenital heart anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q24","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q24.9","Congenital malformation of heart, unspecified","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q24.9","Congenital disease of heart","C0152021","Congenital heart disease",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q25","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q26","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q27","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q28","Other congenital malformations of circulatory system","C0158625","Other congenital circulatory system anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q28","Congenital malformations of the circulatory system (Q20-Q28)","C0478013","Congenital malformation of circulatory system, unspecified",NA,"Q20-Q28"
"Major congenital anomalies","ICD10CM","Q28.9","Congenital malformation of circulatory system, unspecified","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q30","Congenital malformations of the respiratory system (Q30-Q34)","C0035238","Respiratory System Abnormalities",NA,"Q30-Q34"
"Major congenital anomalies","ICD10CM","Q31","Congenital malformations of the respiratory system (Q30-Q34)","C0035238","Respiratory System Abnormalities",NA,"Q30-Q34"
"Major congenital anomalies","ICD10CM","Q32","Congenital malformations of the respiratory system (Q30-Q34)","C0035238","Respiratory System Abnormalities",NA,"Q30-Q34"
"Major congenital anomalies","ICD10CM","Q33","Congenital malformations of the respiratory system (Q30-Q34)","C0035238","Respiratory System Abnormalities",NA,"Q30-Q34"
"Major congenital anomalies","ICD10CM","Q34","Congenital malformations of the respiratory system (Q30-Q34)","C0035238","Respiratory System Abnormalities",NA,"Q30-Q34"
"Major congenital anomalies","ICD10CM","Q34.9","Congenital malformation of respiratory system, unspecified","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q35","Cleft lip and cleft palate (Q35-Q37)","C0158646","Cleft palate with cleft lip",NA,"Q35-Q37"
"Major congenital anomalies","ICD10CM","Q36","Cleft lip and cleft palate (Q35-Q37)","C0158646","Cleft palate with cleft lip",NA,"Q35-Q37"
"Major congenital anomalies","ICD10CM","Q37","cheilopalatoschisis","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q37","Cleft lip and cleft palate (Q35-Q37)","C0158646","Cleft palate with cleft lip",NA,"Q35-Q37"
"Major congenital anomalies","ICD10CM","Q37.9","Cleft palate with cleft lip NOS","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q38","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q39","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q40","Other congenital malformations of upper alimentary tract","C2910173","Other congenital upper alimentary tract anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q40","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q40.1","Congenital hiatus hernia","C0158674","Congenital hiatus hernia",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q41","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q42","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q43","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q44","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q45","Other congenital malformations of digestive system","C0158678","Other congenital malformations of the digestive system",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q45","Other congenital malformations of the digestive system (Q38-Q45)","C0158678","Other congenital malformations of the digestive system",NA,"Q38-Q45"
"Major congenital anomalies","ICD10CM","Q45.9","Congenital malformation of digestive system, unspecified","C0266015","Congenital digestive system anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q50","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q51","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q52","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q53","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q54","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q55","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q56","Congenital malformations of genital organs (Q50-Q56)","C0158687","Congenital malformation of genital organs",NA,"Q50-Q56"
"Major congenital anomalies","ICD10CM","Q60","Congenital malformations of the urinary system (Q60-Q64)","C0158698","Congenital malformation of the urinary system",NA,"Q60-Q64"
"Major congenital anomalies","ICD10CM","Q61","Congenital malformations of the urinary system (Q60-Q64)","C0158698","Congenital malformation of the urinary system",NA,"Q60-Q64"
"Major congenital anomalies","ICD10CM","Q62","Congenital malformations of the urinary system (Q60-Q64)","C0158698","Congenital malformation of the urinary system",NA,"Q60-Q64"
"Major congenital anomalies","ICD10CM","Q63","Congenital malformations of the urinary system (Q60-Q64)","C0158698","Congenital malformation of the urinary system",NA,"Q60-Q64"
"Major congenital anomalies","ICD10CM","Q64","Congenital malformations of the urinary system (Q60-Q64)","C0158698","Congenital malformation of the urinary system",NA,"Q60-Q64"
"Major congenital anomalies","ICD10CM","Q64.9","Congenital malformation of urinary system, unspecified","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q68","Other congenital musculoskeletal deformities","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q80","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q81","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q82","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q83","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q84","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q84.9","Congenital malformation of integument, unspecified","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q85","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q86","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q87","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q88","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q89","Other congenital malformations (Q80-Q89)","C0158795","Other and unspecified congenital anomalies",NA,"Q80-Q89"
"Major congenital anomalies","ICD10CM","Q89.9","Congenital malformation, unspecified","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","ICD10CM","Q99.9","Chromosomal abnormality, unspecified","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","ICD9CM","740","Anencephalus and similar anomalies","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","ICD9CM","740.00","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.01","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.02","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.03","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.04","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.05","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.06","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.07","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.08","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.09","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.10","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.11","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.12","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.13","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.14","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.15","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.16","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.17","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.18","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.19","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.20","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.21","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.22","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.23","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.24","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.25","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.26","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.27","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.28","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.29","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.30","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.31","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.32","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.33","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.34","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.35","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.36","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.37","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.38","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.39","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.40","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.41","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.42","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.43","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.44","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.45","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.46","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.47","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.48","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.49","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.50","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.51","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.52","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.53","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.54","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.55","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.56","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.57","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.58","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.59","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.60","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.61","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.62","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.63","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.64","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.65","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.66","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.67","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.68","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.69","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.70","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.71","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.72","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.73","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.74","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.75","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.76","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.77","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.78","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.79","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.80","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.81","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.82","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.83","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.84","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.85","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.86","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.87","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.88","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
"Major congenital anomalies","ICD9CM","740.89","CONGENITAL ANOMALIES","C0000768","Congenital Abnormality",NA,"740-759.99"
