medicinal_product_id,medicinal_product_name,medicinal_product_atc_code,unit_of_presentation_type,unit_of_presentation_num,administration_dose_form,administration_route,subst1_atc_code,subst2_atc_code,subst3_atc_code,subst1_amount_per_form,subst2_amount_per_form,subst3_amount_per_form,subst1_amount_unit,subst2_amount_unit,subst3_amount_unit,subst1_concentration,subst2_concentration,subst3_concentration,subst1_concentration_unit,subst2_concentration_unit,subst3_concentration_unit,concentration_total_content,concentration_total_content_unit,medicinal_product_manufacturer
216110,name210,E96LO208,,,,,I41DH124,,,,,,,,,112,,,UI/ml,,,,,
216111,name211,E96LO209,,,,,I41DH125,,,,,,,,,113,,,UI/ml,,,,,
216112,name212,E96LO210,,,,,I41DH126,,,,,,,,,114,,,UI/ml,,,,,
216113,name213,E96LO211,,,,,I41DH127,,,,,,,,,115,,,UI/ml,,,,,
216114,name214,E96LO212,,,,,I41DH128,,,,,,,,,116,,,UI/ml,,,,,
216115,name215,E96LO213,,,,,I41DH129,,,,,,,,,117,,,UI/ml,,,,,
216116,name216,E96LO214,,,,,I41DH130,,,,,,,,,118,,,UI/ml,,,,,
216117,name217,E96LO215,,,,,I41DH131,,,,,,,,,119,,,UI/ml,,,,,
216118,name218,E96LO216,,,,,I41DH132,,,,,,,,,120,,,UI/ml,,,,,
216119,name219,E96LO217,,,,,I41DH133,,,,,,,,,121,,,UI/ml,,,,,
216120,name220,E96LO218,,,,,I41DH134,,,,,,,,,122,,,UI/ml,,,,,
216121,name221,E96LO219,,,,,I41DH135,,,,,,,,,123,,,UI/ml,,,,,
216122,name222,E96LO220,,,,,I41DH136,,,,,,,,,124,,,UI/ml,,,,,
216123,name223,E96LO221,,,,,I41DH137,,,,,,,,,125,,,UI/ml,,,,,
216124,name224,E96LO222,,,,,I41DH138,,,,,,,,,126,,,UI/ml,,,,,
216125,name225,E96LO223,,,,,I41DH139,,,,,,,,,127,,,UI/ml,,,,,
216126,name226,E96LO224,,,,,I41DH140,,,,,,,,,128,,,UI/ml,,,,,
216127,name227,E96LO225,,,,,I41DH141,,,,,,,,,129,,,UI/ml,,,,,
216128,name228,E96LO226,,,,,I41DH142,,,,,,,,,130,,,UI/ml,,,,,
216129,name229,E96LO227,,,,,I41DH143,,,,,,,,,131,,,UI/ml,,,,,
216130,name230,E96LO228,,,,,I41DH144,,,,,,,,,132,,,UI/ml,,,,,
216131,name231,E96LO229,,,,,I41DH145,,,,,,,,,133,,,UI/ml,,,,,
216132,name232,E96LO230,,,,,I41DH146,,,,,,,,,134,,,UI/ml,,,,,
216133,name233,E96LO231,,,,,I41DH147,,,,,,,,,135,,,UI/ml,,,,,
216134,name234,E96LO232,,,,,I41DH148,,,,,,,,,136,,,UI/ml,,,,,
216135,name235,E96LO233,,,,,I41DH149,,,,,,,,,137,,,UI/ml,,,,,
216136,name236,E96LO234,,,,,I41DH150,,,,,,,,,138,,,UI/ml,,,,,
216137,name237,E96LO235,,,,,I41DH151,,,,,,,,,139,,,UI/ml,,,,,
216138,name238,E96LO236,,,,,I41DH152,,,,,,,,,140,,,UI/ml,,,,,
216139,name239,E96LO237,,,,,I41DH153,,,,,,,,,141,,,UI/ml,,,,,
216140,name240,E96LO238,,,,,I41DH154,,,,,,,,,142,,,UI/ml,,,,,
216141,name241,E96LO239,,,,,I41DH155,,,,,,,,,143,,,UI/ml,,,,,
216142,name242,E96LO240,,,,,I41DH156,,,,,,,,,144,,,UI/ml,,,,,
216143,name243,E96LO241,,,,,I41DH157,,,,,,,,,145,,,UI/ml,,,,,
216144,name244,E96LO242,,,,,I41DH158,,,,,,,,,146,,,UI/ml,,,,,
216145,name245,E96LO243,,,,,I41DH159,,,,,,,,,147,,,UI/ml,,,,,
216146,name246,E96LO244,,,,,I41DH160,,,,,,,,,148,,,UI/ml,,,,,
216147,name247,E96LO245,,,,,I41DH161,,,,,,,,,149,,,UI/ml,,,,,
216148,name248,E96LO246,,,,,I41DH162,,,,,,,,,150,,,UI/ml,,,,,
216149,name249,E96LO247,,,,,I41DH163,,,,,,,,,151,,,UI/ml,,,,,
216150,name250,E96LO248,,,,,I41DH164,,,,,,,,,152,,,UI/ml,,,,,
216151,name251,E96LO249,,,,,I41DH165,,,,,,,,,153,,,UI/ml,,,,,
216152,name252,E96LO250,,,,,I41DH166,,,,,,,,,154,,,UI/ml,,,,,
216153,name253,E96LO251,,,,,I41DH167,,,,,,,,,155,,,UI/ml,,,,,
216154,name254,E96LO252,,,,,I41DH168,,,,,,,,,156,,,UI/ml,,,,,
216155,name255,E96LO253,,,,,I41DH169,,,,,,,,,157,,,UI/ml,,,,,
216156,name256,E96LO254,,,,,I41DH170,,,,,,,,,158,,,UI/ml,,,,,
216157,name257,E96LO255,,,,,I41DH171,,,,,,,,,159,,,UI/ml,,,,,
216158,name258,E96LO256,,,,,I41DH172,,,,,,,,,160,,,UI/ml,,,,,
216159,name259,E96LO257,,,,,I41DH173,,,,,,,,,161,,,UI/ml,,,,,
216160,name260,E96LO258,,,,,I41DH174,,,,,,,,,162,,,UI/ml,,,,,
216161,name261,E96LO259,,,,,I41DH175,,,,,,,,,163,,,UI/ml,,,,,
216162,name262,E96LO260,,,,,I41DH176,,,,,,,,,164,,,UI/ml,,,,,
216163,name263,E96LO261,,,,,I41DH177,,,,,,,,,165,,,UI/ml,,,,,
216164,name264,E96LO262,,,,,I41DH178,,,,,,,,,166,,,UI/ml,,,,,
216165,name265,E96LO263,,,,,I41DH179,,,,,,,,,167,,,UI/ml,,,,,
216166,name266,E96LO264,,,,,I41DH180,,,,,,,,,168,,,UI/ml,,,,,
216167,name267,E96LO265,,,,,I41DH181,,,,,,,,,169,,,UI/ml,,,,,
216168,name268,E96LO266,,,,,I41DH182,,,,,,,,,170,,,UI/ml,,,,,
216169,name269,E96LO267,,,,,I41DH183,,,,,,,,,171,,,UI/ml,,,,,
216170,name270,E96LO268,,,,,I41DH184,,,,,,,,,172,,,UI/ml,,,,,
216171,name271,E96LO269,,,,,I41DH185,,,,,,,,,173,,,UI/ml,,,,,
216172,name272,E96LO270,,,,,I41DH186,,,,,,,,,174,,,UI/ml,,,,,
216173,name273,E96LO271,,,,,I41DH187,,,,,,,,,175,,,UI/ml,,,,,
216174,name274,E96LO272,,,,,I41DH188,,,,,,,,,176,,,UI/ml,,,,,
216175,name275,E96LO273,,,,,I41DH189,,,,,,,,,177,,,UI/ml,,,,,
216176,name276,E96LO274,,,,,I41DH190,,,,,,,,,178,,,UI/ml,,,,,
216177,name277,E96LO275,,,,,I41DH191,,,,,,,,,179,,,UI/ml,,,,,
216178,name278,E96LO276,,,,,I41DH192,,,,,,,,,180,,,UI/ml,,,,,
216179,name279,E96LO277,,,,,I41DH193,,,,,,,,,181,,,UI/ml,,,,,
216180,name280,E96LO278,,,,,I41DH194,,,,,,,,,182,,,UI/ml,,,,,
216181,name281,E96LO279,,,,,I41DH195,,,,,,,,,183,,,UI/ml,,,,,
216182,name282,E96LO280,,,,,I41DH196,,,,,,,,,184,,,UI/ml,,,,,
216183,name283,E96LO281,,,,,I41DH197,,,,,,,,,185,,,UI/ml,,,,,
216184,name284,E96LO282,,,,,I41DH198,,,,,,,,,186,,,UI/ml,,,,,
216185,name285,E96LO283,,,,,I41DH199,,,,,,,,,187,,,UI/ml,,,,,
216186,name286,E96LO284,,,,,I41DH200,,,,,,,,,188,,,UI/ml,,,,,
216187,name287,E96LO285,,,,,I41DH201,,,,,,,,,189,,,UI/ml,,,,,
216188,name288,E96LO286,,,,,I41DH202,,,,,,,,,190,,,UI/ml,,,,,
216189,name289,E96LO287,,,,,I41DH203,,,,,,,,,191,,,UI/ml,,,,,
216190,name290,E96LO288,,,,,I41DH204,,,,,,,,,192,,,UI/ml,,,,,
216191,name291,E96LO289,,,,,I41DH205,,,,,,,,,193,,,UI/ml,,,,,
216192,name292,E96LO290,,,,,I41DH206,,,,,,,,,194,,,UI/ml,,,,,
216193,name293,E96LO291,,,,,I41DH207,,,,,,,,,195,,,UI/ml,,,,,
216194,name294,E96LO292,,,,,I41DH208,,,,,,,,,196,,,UI/ml,,,,,
216195,name295,E96LO293,,,,,I41DH209,,,,,,,,,197,,,UI/ml,,,,,
216196,name296,E96LO294,,,,,I41DH210,,,,,,,,,198,,,UI/ml,,,,,
216197,name297,E96LO295,,,,,I41DH211,,,,,,,,,199,,,UI/ml,,,,,
216198,name298,E96LO296,,,,,I41DH212,,,,,,,,,200,,,UI/ml,,,,,
216199,name299,E96LO297,,,,,I41DH213,,,,,,,,,201,,,UI/ml,,,,,
216200,name300,E96LO298,,,,,I41DH214,,,,,,,,,202,,,UI/ml,,,,,
216201,name301,E96LO299,,,,,I41DH215,,,,,,,,,203,,,UI/ml,,,,,
216202,name302,E96LO300,,,,,I41DH216,,,,,,,,,204,,,UI/ml,,,,,
216203,name303,E96LO301,,,,,I41DH217,,,,,,,,,205,,,UI/ml,,,,,
216204,name304,E96LO302,,,,,I41DH218,,,,,,,,,206,,,UI/ml,,,,,
216205,name305,E96LO303,,,,,I41DH219,,,,,,,,,207,,,UI/ml,,,,,
216206,name306,E96LO304,,,,,I41DH220,,,,,,,,,208,,,UI/ml,,,,,
216207,name307,E96LO305,,,,,I41DH221,,,,,,,,,209,,,UI/ml,,,,,
216208,name308,E96LO306,,,,,I41DH222,,,,,,,,,210,,,UI/ml,,,,,
216209,name309,E96LO307,,,,,I41DH223,,,,,,,,,211,,,UI/ml,,,,,
216210,name310,E96LO308,,,,,I41DH224,,,,,,,,,212,,,UI/ml,,,,,
216211,name311,E96LO309,,,,,I41DH225,,,,,,,,,213,,,UI/ml,,,,,
216212,name312,E96LO310,,,,,I41DH226,,,,,,,,,214,,,UI/ml,,,,,
216213,name313,E96LO311,,,,,I41DH227,,,,,,,,,215,,,UI/ml,,,,,
216214,name314,E96LO312,,,,,I41DH228,,,,,,,,,216,,,UI/ml,,,,,
216215,name315,E96LO313,,,,,I41DH229,,,,,,,,,217,,,UI/ml,,,,,
216216,name316,E96LO314,,,,,I41DH230,,,,,,,,,218,,,UI/ml,,,,,
216217,name317,E96LO315,,,,,I41DH231,,,,,,,,,219,,,UI/ml,,,,,
216218,name318,E96LO316,,,,,I41DH232,,,,,,,,,220,,,UI/ml,,,,,
216219,name319,E96LO317,,,,,I41DH233,,,,,,,,,221,,,UI/ml,,,,,
216220,name320,E96LO318,,,,,I41DH234,,,,,,,,,222,,,UI/ml,,,,,
216221,name321,E96LO319,,,,,I41DH235,,,,,,,,,223,,,UI/ml,,,,,
216222,name322,E96LO320,,,,,I41DH236,,,,,,,,,224,,,UI/ml,,,,,
216223,name323,E96LO321,,,,,I41DH237,,,,,,,,,225,,,UI/ml,,,,,
216224,name324,E96LO322,,,,,I41DH238,,,,,,,,,226,,,UI/ml,,,,,
216225,name325,E96LO323,,,,,I41DH239,,,,,,,,,227,,,UI/ml,,,,,
216226,name326,E96LO324,,,,,I41DH240,,,,,,,,,228,,,UI/ml,,,,,
216227,name327,E96LO325,,,,,I41DH241,,,,,,,,,229,,,UI/ml,,,,,
216228,name328,E96LO326,,,,,I41DH242,,,,,,,,,230,,,UI/ml,,,,,
216229,name329,E96LO327,,,,,I41DH243,,,,,,,,,231,,,UI/ml,,,,,
216230,name330,E96LO328,,,,,I41DH244,,,,,,,,,232,,,UI/ml,,,,,
216231,name331,E96LO329,,,,,I41DH245,,,,,,,,,233,,,UI/ml,,,,,
216232,name332,E96LO330,,,,,I41DH246,,,,,,,,,234,,,UI/ml,,,,,
216233,name333,E96LO331,,,,,I41DH247,,,,,,,,,235,,,UI/ml,,,,,
216234,name334,E96LO332,,,,,I41DH248,,,,,,,,,236,,,UI/ml,,,,,
216235,name335,E96LO333,,,,,I41DH249,,,,,,,,,237,,,UI/ml,,,,,
216236,name336,E96LO334,,,,,I41DH250,,,,,,,,,238,,,UI/ml,,,,,
216237,name337,E96LO335,,,,,I41DH251,,,,,,,,,239,,,UI/ml,,,,,
216238,name338,E96LO336,,,,,I41DH252,,,,,,,,,240,,,UI/ml,,,,,
216239,name339,E96LO337,,,,,I41DH253,,,,,,,,,241,,,UI/ml,,,,,
216240,name340,E96LO338,,,,,I41DH254,,,,,,,,,242,,,UI/ml,,,,,
216241,name341,E96LO339,,,,,I41DH255,,,,,,,,,243,,,UI/ml,,,,,
216242,name342,E96LO340,,,,,I41DH256,,,,,,,,,244,,,UI/ml,,,,,
216243,name343,E96LO341,,,,,I41DH257,,,,,,,,,245,,,UI/ml,,,,,
216244,name344,E96LO342,,,,,I41DH258,,,,,,,,,246,,,UI/ml,,,,,
216245,name345,E96LO343,,,,,I41DH259,,,,,,,,,247,,,UI/ml,,,,,
216246,name346,E96LO344,,,,,I41DH260,,,,,,,,,248,,,UI/ml,,,,,
216247,name347,E96LO345,,,,,I41DH261,,,,,,,,,249,,,UI/ml,,,,,
216248,name348,E96LO346,,,,,I41DH262,,,,,,,,,250,,,UI/ml,,,,,
216249,name349,E96LO347,,,,,I41DH263,,,,,,,,,251,,,UI/ml,,,,,
216250,name350,E96LO348,,,,,I41DH264,,,,,,,,,252,,,UI/ml,,,,,
216251,name351,E96LO349,,,,,I41DH265,,,,,,,,,253,,,UI/ml,,,,,
216252,name352,E96LO350,,,,,I41DH266,,,,,,,,,254,,,UI/ml,,,,,
216253,name353,E96LO351,,,,,I41DH267,,,,,,,,,255,,,UI/ml,,,,,
216254,name354,E96LO352,,,,,I41DH268,,,,,,,,,256,,,UI/ml,,,,,
216255,name355,E96LO353,,,,,I41DH269,,,,,,,,,257,,,UI/ml,,,,,
216256,name356,E96LO354,,,,,I41DH270,,,,,,,,,258,,,UI/ml,,,,,
216257,name357,E96LO355,,,,,I41DH271,,,,,,,,,259,,,UI/ml,,,,,
216258,name358,E96LO356,,,,,I41DH272,,,,,,,,,260,,,UI/ml,,,,,
216259,name359,E96LO357,,,,,I41DH273,,,,,,,,,261,,,UI/ml,,,,,
216260,name360,E96LO358,,,,,I41DH274,,,,,,,,,262,,,UI/ml,,,,,
216261,name361,E96LO359,,,,,I41DH275,,,,,,,,,263,,,UI/ml,,,,,
216262,name362,E96LO360,,,,,I41DH276,,,,,,,,,264,,,UI/ml,,,,,
216263,name363,E96LO361,,,,,I41DH277,,,,,,,,,265,,,UI/ml,,,,,
216264,name364,E96LO362,,,,,I41DH278,,,,,,,,,266,,,UI/ml,,,,,
216265,name365,E96LO363,,,,,I41DH279,,,,,,,,,267,,,UI/ml,,,,,
216266,name366,E96LO364,,,,,I41DH280,,,,,,,,,268,,,UI/ml,,,,,
216267,name367,E96LO365,,,,,I41DH281,,,,,,,,,269,,,UI/ml,,,,,
216268,name368,E96LO366,,,,,I41DH282,,,,,,,,,270,,,UI/ml,,,,,
216269,name369,E96LO367,,,,,I41DH283,,,,,,,,,271,,,UI/ml,,,,,
216270,name370,E96LO368,,,,,I41DH284,,,,,,,,,272,,,UI/ml,,,,,
216271,name371,E96LO369,,,,,I41DH285,,,,,,,,,273,,,UI/ml,,,,,
216272,name372,E96LO370,,,,,I41DH286,,,,,,,,,274,,,UI/ml,,,,,
216273,name373,E96LO371,,,,,I41DH287,,,,,,,,,275,,,UI/ml,,,,,
216274,name374,E96LO372,,,,,I41DH288,,,,,,,,,276,,,UI/ml,,,,,
216275,name375,E96LO373,,,,,I41DH289,,,,,,,,,277,,,UI/ml,,,,,
216276,name376,E96LO374,,,,,I41DH290,,,,,,,,,278,,,UI/ml,,,,,
216277,name377,E96LO375,,,,,I41DH291,,,,,,,,,279,,,UI/ml,,,,,
216278,name378,E96LO376,,,,,I41DH292,,,,,,,,,280,,,UI/ml,,,,,
216279,name379,E96LO377,,,,,I41DH293,,,,,,,,,281,,,UI/ml,,,,,
216280,name380,E96LO378,,,,,I41DH294,,,,,,,,,282,,,UI/ml,,,,,
216281,name381,E96LO379,,,,,I41DH295,,,,,,,,,283,,,UI/ml,,,,,
216282,name382,E96LO380,,,,,I41DH296,,,,,,,,,284,,,UI/ml,,,,,
216283,name383,E96LO381,,,,,I41DH297,,,,,,,,,285,,,UI/ml,,,,,
216284,name384,E96LO382,,,,,I41DH298,,,,,,,,,286,,,UI/ml,,,,,
216285,name385,E96LO383,,,,,I41DH299,,,,,,,,,287,,,UI/ml,,,,,
216286,name386,E96LO384,,,,,I41DH300,,,,,,,,,288,,,UI/ml,,,,,
216287,name387,E96LO385,,,,,I41DH301,,,,,,,,,289,,,UI/ml,,,,,
216288,name388,E96LO386,,,,,I41DH302,,,,,,,,,290,,,UI/ml,,,,,
216289,name389,E96LO387,,,,,I41DH303,,,,,,,,,291,,,UI/ml,,,,,
216290,name390,E96LO388,,,,,I41DH304,,,,,,,,,292,,,UI/ml,,,,,
216291,name391,E96LO389,,,,,I41DH305,,,,,,,,,293,,,UI/ml,,,,,
216292,name392,E96LO390,,,,,I41DH306,,,,,,,,,294,,,UI/ml,,,,,
216293,name393,E96LO391,,,,,I41DH307,,,,,,,,,295,,,UI/ml,,,,,
216294,name394,E96LO392,,,,,I41DH308,,,,,,,,,296,,,UI/ml,,,,,
216295,name395,E96LO393,,,,,I41DH309,,,,,,,,,297,,,UI/ml,,,,,
216296,name396,E96LO394,,,,,I41DH310,,,,,,,,,298,,,UI/ml,,,,,
216297,name397,E96LO395,,,,,I41DH311,,,,,,,,,299,,,UI/ml,,,,,
216298,name398,E96LO396,,,,,I41DH312,,,,,,,,,300,,,UI/ml,,,,,
216299,name399,E96LO397,,,,,I41DH313,,,,,,,,,301,,,UI/ml,,,,,
216300,name400,E96LO398,,,,,I41DH314,,,,,,,,,302,,,UI/ml,,,,,
216301,name401,E96LO399,,,,,I41DH315,,,,,,,,,303,,,UI/ml,,,,,
216302,name402,E96LO400,,,,,I41DH316,,,,,,,,,304,,,UI/ml,,,,,
216303,name403,E96LO401,,,,,I41DH317,,,,,,,,,305,,,UI/ml,,,,,
216304,name404,E96LO402,,,,,I41DH318,,,,,,,,,306,,,UI/ml,,,,,
216305,name405,E96LO403,,,,,I41DH319,,,,,,,,,307,,,UI/ml,,,,,
216306,name406,E96LO404,,,,,I41DH320,,,,,,,,,308,,,UI/ml,,,,,
216307,name407,E96LO405,,,,,I41DH321,,,,,,,,,309,,,UI/ml,,,,,
216308,name408,E96LO406,,,,,I41DH322,,,,,,,,,310,,,UI/ml,,,,,
216309,name409,E96LO407,,,,,I41DH323,,,,,,,,,311,,,UI/ml,,,,,
216310,name410,E96LO408,,,,,I41DH324,,,,,,,,,312,,,UI/ml,,,,,
216311,name411,E96LO409,,,,,I41DH325,,,,,,,,,313,,,UI/ml,,,,,
216312,name412,E96LO410,,,,,I41DH326,,,,,,,,,314,,,UI/ml,,,,,
216313,name413,E96LO411,,,,,I41DH327,,,,,,,,,315,,,UI/ml,,,,,
216314,name414,E96LO412,,,,,I41DH328,,,,,,,,,316,,,UI/ml,,,,,
216315,name415,E96LO413,,,,,I41DH329,,,,,,,,,317,,,UI/ml,,,,,
216316,name416,E96LO414,,,,,I41DH330,,,,,,,,,318,,,UI/ml,,,,,
216317,name417,E96LO415,,,,,I41DH331,,,,,,,,,319,,,UI/ml,,,,,
216318,name418,E96LO416,,,,,I41DH332,,,,,,,,,320,,,UI/ml,,,,,
216319,name419,E96LO417,,,,,I41DH333,,,,,,,,,321,,,UI/ml,,,,,
216320,name420,E96LO418,,,,,I41DH334,,,,,,,,,322,,,UI/ml,,,,,
216321,name421,E96LO419,,,,,I41DH335,,,,,,,,,323,,,UI/ml,,,,,
216322,name422,E96LO420,,,,,I41DH336,,,,,,,,,324,,,UI/ml,,,,,
216323,name423,E96LO421,,,,,I41DH337,,,,,,,,,325,,,UI/ml,,,,,
216324,name424,E96LO422,,,,,I41DH338,,,,,,,,,326,,,UI/ml,,,,,
216325,name425,E96LO423,,,,,I41DH339,,,,,,,,,327,,,UI/ml,,,,,
216326,name426,E96LO424,,,,,I41DH340,,,,,,,,,328,,,UI/ml,,,,,
216327,name427,E96LO425,,,,,I41DH341,,,,,,,,,329,,,UI/ml,,,,,
216328,name428,E96LO426,,,,,I41DH342,,,,,,,,,330,,,UI/ml,,,,,
216329,name429,E96LO427,,,,,I41DH343,,,,,,,,,331,,,UI/ml,,,,,
216330,name430,E96LO428,,,,,I41DH344,,,,,,,,,332,,,UI/ml,,,,,
216331,name431,E96LO429,,,,,I41DH345,,,,,,,,,333,,,UI/ml,,,,,
216332,name432,E96LO430,,,,,I41DH346,,,,,,,,,334,,,UI/ml,,,,,
216333,name433,E96LO431,,,,,I41DH347,,,,,,,,,335,,,UI/ml,,,,,
216334,name434,E96LO432,,,,,I41DH348,,,,,,,,,336,,,UI/ml,,,,,
216335,name435,E96LO433,,,,,I41DH349,,,,,,,,,337,,,UI/ml,,,,,
216336,name436,E96LO434,,,,,I41DH350,,,,,,,,,338,,,UI/ml,,,,,
216337,name437,E96LO435,,,,,I41DH351,,,,,,,,,339,,,UI/ml,,,,,
216338,name438,E96LO436,,,,,I41DH352,,,,,,,,,340,,,UI/ml,,,,,
216339,name439,E96LO437,,,,,I41DH353,,,,,,,,,341,,,UI/ml,,,,,
216340,name440,E96LO438,,,,,I41DH354,,,,,,,,,342,,,UI/ml,,,,,
216341,name441,E96LO439,,,,,I41DH355,,,,,,,,,343,,,UI/ml,,,,,
216342,name442,E96LO440,,,,,I41DH356,,,,,,,,,344,,,UI/ml,,,,,
216343,name443,E96LO441,,,,,I41DH357,,,,,,,,,345,,,UI/ml,,,,,
216344,name444,E96LO442,,,,,I41DH358,,,,,,,,,346,,,UI/ml,,,,,
216345,name445,E96LO443,,,,,I41DH359,,,,,,,,,347,,,UI/ml,,,,,
216346,name446,E96LO444,,,,,I41DH360,,,,,,,,,348,,,UI/ml,,,,,
216347,name447,E96LO445,,,,,I41DH361,,,,,,,,,349,,,UI/ml,,,,,
216348,name448,E96LO446,,,,,I41DH362,,,,,,,,,350,,,UI/ml,,,,,
216349,name449,E96LO447,,,,,I41DH363,,,,,,,,,351,,,UI/ml,,,,,
216350,name450,E96LO448,,,,,I41DH364,,,,,,,,,352,,,UI/ml,,,,,
216351,name451,E96LO449,,,,,I41DH365,,,,,,,,,353,,,UI/ml,,,,,
216352,name452,E96LO450,,,,,I41DH366,,,,,,,,,354,,,UI/ml,,,,,
216353,name453,E96LO451,,,,,I41DH367,,,,,,,,,355,,,UI/ml,,,,,
216354,name454,E96LO452,,,,,I41DH368,,,,,,,,,356,,,UI/ml,,,,,
216355,name455,E96LO453,,,,,I41DH369,,,,,,,,,357,,,UI/ml,,,,,
216356,name456,E96LO454,,,,,I41DH370,,,,,,,,,358,,,UI/ml,,,,,
216357,name457,E96LO455,,,,,I41DH371,,,,,,,,,359,,,UI/ml,,,,,
216358,name458,E96LO456,,,,,I41DH372,,,,,,,,,360,,,UI/ml,,,,,
216359,name459,E96LO457,,,,,I41DH373,,,,,,,,,361,,,UI/ml,,,,,
216360,name460,E96LO458,,,,,I41DH374,,,,,,,,,362,,,UI/ml,,,,,
216361,name461,E96LO459,,,,,I41DH375,,,,,,,,,363,,,UI/ml,,,,,
216362,name462,E96LO460,,,,,I41DH376,,,,,,,,,364,,,UI/ml,,,,,
216363,name463,E96LO461,,,,,I41DH377,,,,,,,,,365,,,UI/ml,,,,,
216364,name464,E96LO462,,,,,I41DH378,,,,,,,,,366,,,UI/ml,,,,,
216365,name465,E96LO463,,,,,I41DH379,,,,,,,,,367,,,UI/ml,,,,,
216366,name466,E96LO464,,,,,I41DH380,,,,,,,,,368,,,UI/ml,,,,,
216367,name467,E96LO465,,,,,I41DH381,,,,,,,,,369,,,UI/ml,,,,,
216368,name468,E96LO466,,,,,I41DH382,,,,,,,,,370,,,UI/ml,,,,,
216369,name469,E96LO467,,,,,I41DH383,,,,,,,,,371,,,UI/ml,,,,,
216370,name470,E96LO468,,,,,I41DH384,,,,,,,,,372,,,UI/ml,,,,,
216371,name471,E96LO469,,,,,I41DH385,,,,,,,,,373,,,UI/ml,,,,,
216372,name472,E96LO470,,,,,I41DH386,,,,,,,,,374,,,UI/ml,,,,,
216373,name473,E96LO471,,,,,I41DH387,,,,,,,,,375,,,UI/ml,,,,,
216374,name474,E96LO472,,,,,I41DH388,,,,,,,,,376,,,UI/ml,,,,,
216375,name475,E96LO473,,,,,I41DH389,,,,,,,,,377,,,UI/ml,,,,,
216376,name476,E96LO474,,,,,I41DH390,,,,,,,,,378,,,UI/ml,,,,,
216377,name477,E96LO475,,,,,I41DH391,,,,,,,,,379,,,UI/ml,,,,,
216378,name478,E96LO476,,,,,I41DH392,,,,,,,,,380,,,UI/ml,,,,,
216379,name479,E96LO477,,,,,I41DH393,,,,,,,,,381,,,UI/ml,,,,,
216380,name480,E96LO478,,,,,I41DH394,,,,,,,,,382,,,UI/ml,,,,,
216381,name481,E96LO479,,,,,I41DH395,,,,,,,,,383,,,UI/ml,,,,,
216382,name482,E96LO480,,,,,I41DH396,,,,,,,,,384,,,UI/ml,,,,,
216383,name483,E96LO481,,,,,I41DH397,,,,,,,,,385,,,UI/ml,,,,,
216384,name484,E96LO482,,,,,I41DH398,,,,,,,,,386,,,UI/ml,,,,,
216385,name485,E96LO483,,,,,I41DH399,,,,,,,,,387,,,UI/ml,,,,,
216386,name486,E96LO484,,,,,I41DH400,,,,,,,,,388,,,UI/ml,,,,,
216387,name487,E96LO485,,,,,I41DH401,,,,,,,,,389,,,UI/ml,,,,,
216388,name488,E96LO486,,,,,I41DH402,,,,,,,,,390,,,UI/ml,,,,,
216389,name489,E96LO487,,,,,I41DH403,,,,,,,,,391,,,UI/ml,,,,,
216390,name490,E96LO488,,,,,I41DH404,,,,,,,,,392,,,UI/ml,,,,,
216391,name491,E96LO489,,,,,I41DH405,,,,,,,,,393,,,UI/ml,,,,,
216392,name492,E96LO490,,,,,I41DH406,,,,,,,,,394,,,UI/ml,,,,,
216393,name493,E96LO491,,,,,I41DH407,,,,,,,,,395,,,UI/ml,,,,,
216394,name494,E96LO492,,,,,I41DH408,,,,,,,,,396,,,UI/ml,,,,,
216395,name495,E96LO493,,,,,I41DH409,,,,,,,,,397,,,UI/ml,,,,,
216396,name496,E96LO494,,,,,I41DH410,,,,,,,,,398,,,UI/ml,,,,,
216397,name497,E96LO495,,,,,I41DH411,,,,,,,,,399,,,UI/ml,,,,,
216398,name498,E96LO496,,,,,I41DH412,,,,,,,,,400,,,UI/ml,,,,,
216399,name499,E96LO497,,,,,I41DH413,,,,,,,,,401,,,UI/ml,,,,,
216400,name500,E96LO498,,,,,I41DH414,,,,,,,,,402,,,UI/ml,,,,,
216401,name501,E96LO499,,,,,I41DH415,,,,,,,,,403,,,UI/ml,,,,,
216402,name502,E96LO500,,,,,I41DH416,,,,,,,,,404,,,UI/ml,,,,,
216403,name503,E96LO501,,,,,I41DH417,,,,,,,,,405,,,UI/ml,,,,,
216404,name504,E96LO502,,,,,I41DH418,,,,,,,,,406,,,UI/ml,,,,,
216405,name505,E96LO503,,,,,I41DH419,,,,,,,,,407,,,UI/ml,,,,,
216406,name506,E96LO504,,,,,I41DH420,,,,,,,,,408,,,UI/ml,,,,,
216407,name507,E96LO505,,,,,I41DH421,,,,,,,,,409,,,UI/ml,,,,,
216408,name508,E96LO506,,,,,I41DH422,,,,,,,,,410,,,UI/ml,,,,,
216409,name509,E96LO507,,,,,I41DH423,,,,,,,,,411,,,UI/ml,,,,,
216410,name510,E96LO508,,,,,I41DH424,,,,,,,,,412,,,UI/ml,,,,,
216411,name511,E96LO509,,,,,I41DH425,,,,,,,,,413,,,UI/ml,,,,,
216412,name512,E96LO510,,,,,I41DH426,,,,,,,,,414,,,UI/ml,,,,,
216413,name513,E96LO511,,,,,I41DH427,,,,,,,,,415,,,UI/ml,,,,,
216414,name514,E96LO512,,,,,I41DH428,,,,,,,,,416,,,UI/ml,,,,,
